1;1;2023-01-01 00:00;2023-01-05 00:00;75000.0;1750000.0;2500000.0;0;Bogota;Bogota;;;;false;11;ArmandoC
2;2;2023-02-01 00:00;2023-01-05 00:00;90000.0;210000.0;300000.0;0;Valledupar;Valledupar;;;;false;2;BellaC
3;3;2023-03-01 00:00;2023-01-05 00:00;150000.0;350000.0;500000.0;0;Bogota;Bogota;;;;false;1;CamiloC
4;4;2023-04-01 00:00;2023-01-05 00:00;300000.0;700000.0;1000000.0;0;Medellin;Medellin;;;;false;4;DanielC
5;1;2023-07-01 00:00;2023-01-15 00:00;2250000.0;5250000.0;7500000.0;0;Barranquilla;Barranquilla;;;;false;5;EstebanC
6;1;2023-07-01 00:00;2023-01-15 00:00;2250000.0;5250000.0;7500000.0;0;Villavicencio;Villavicencio;;;;false;6;FernandoC
7;1;2023-07-01 00:00;2023-01-15 00:00;2250000.0;5250000.0;7500000.0;0;Santa Marta;Santa Marta;;;;false;7;GustavoC
8;1;2023-07-01 00:00;2023-01-15 00:00;2250000.0;5250000.0;7500000.0;0;Riohacha;Riohacha;;;;false;8;HernanC
9;1;2023-07-01 00:00;2023-01-15 00:00;2250000.0;5250000.0;7500000.0;0;Pereira;Pereira;;;;false;9;IgnacioC
10;1;2023-07-01 00:00;2023-01-15 00:00;2250000.0;5250000.0;7500000.0;0;Cartagena;Cartagena;;;;false;10;JavierC
200;1;2023-12-01 00:00;2023-12-05 00:00;75000.0;1750000.0;2500000.0;0;Bogota;Bogota;;;;false;11;ArmandoC
201;2;2023-12-02 00:00;2023-12-04 00:00;90000.0;210000.0;300000.0;0;Valledupar;Valledupar;;;;false;2;BellaC
202;3;2023-12-03 00:00;2023-12-04 00:00;150000.0;350000.0;500000.0;0;Bogota;Bogota;;;;false;1;CamiloC
203;4;2023-12-04 00:00;2023-12-08 00:00;300000.0;700000.0;1000000.0;0;Medellin;Medellin;;;;false;4;DanielC
204;1;2023-12-05 00:00;2023-12-06 00:00;2250000.0;5250000.0;7500000.0;0;Barranquilla;Barranquilla;;;;false;5;EstebanC
205;1;2023-12-06 00:00;2023-12-10 00:00;2250000.0;5250000.0;7500000.0;0;Villavicencio;Villavicencio;;;;false;6;FernandoC
206;1;2023-12-07 00:00;2023-12-08 00:00;2250000.0;5250000.0;7500000.0;0;Santa Marta;Santa Marta;;;;false;7;GustavoC
207;1;2023-12-08 00:00;2023-12-10 00:00;2250000.0;5250000.0;7500000.0;0;Riohacha;Riohacha;;;;false;8;HernanC
208;1;2023-12-09 00:00;2023-12-13 00:00;2250000.0;5250000.0;7500000.0;0;Pereira;Pereira;;;;false;9;IgnacioC
209;1;2023-12-10 00:00;2023-12-12 00:00;2250000.0;5250000.0;7500000.0;0;Cartagena;Cartagena;;;;false;10;JavierC
11;2;2023-01-01 00:00;2023-01-05 00:00;90000.0;210000.0;300000.0;0;Bogota;Bogota;;;;false;12;ArmandoC
12;2;2023-01-02 00:00;2023-01-03 00:00;90000.0;210000.0;300000.0;0;Valledupar;Valledupar;;;;false;13;BellaC
13;2;2023-01-03 00:00;2023-01-06 00:00;90000.0;210000.0;300000.0;0;Bogota;Bogota;;;;false;14;CamiloC
14;2;2023-01-04 00:00;2023-01-08 00:00;90000.0;210000.0;300000.0;0;Medellin;Medellin;;;;false;15;DanielC
15;2;2023-01-05 00:00;2023-01-07 00:00;90000.0;210000.0;300000.0;0;Barranquilla;Barranquilla;;;;false;16;EstebanC
16;2;2023-01-06 00:00;2023-01-07 00:00;90000.0;210000.0;300000.0;0;Villavicencio;Villavicencio;;;;false;17;FernandoC
17;2;2023-01-07 00:00;2023-01-10 00:00;90000.0;210000.0;300000.0;0;Santa Marta;Santa Marta;;;;false;18;GustavoC
18;2;2023-01-08 00:00;2023-01-11 00:00;90000.0;210000.0;300000.0;0;Riohacha;Riohacha;;;;false;19;HernanC
19;2;2023-01-09 00:00;2023-01-13 00:00;90000.0;210000.0;300000.0;0;Pereira;Pereira;;;;false;20;IgnacioC
20;2;2023-01-10 00:00;2023-01-11 00:00;90000.0;210000.0;300000.0;0;Cartagena;Cartagena;;;;false;21;JavierC
21;1;2023-08-01 00:00;2023-08-05 00:00;75000.0;1750000.0;2500000.0;0;Bogota;Bogota;;;;false;22;ArmandoC
22;1;2023-08-02 00:00;2023-08-05 00:00;75000.0;1750000.0;2500000.0;0;Valledupar;Valledupar;;;;false;23;BellaC
23;1;2023-08-03 00:00;2023-08-05 00:00;75000.0;1750000.0;2500000.0;0;Bogota;Bogota;;;;false;24;CamiloC
24;1;2023-08-04 00:00;2023-08-05 00:00;75000.0;1750000.0;2500000.0;0;Medellin;Medellin;;;;false;25;DanielC
25;1;2023-08-05 00:00;2023-08-09 00:00;75000.0;1750000.0;2500000.0;0;Barranquilla;Barranquilla;;;;false;26;EstebanC
26;1;2023-08-06 00:00;2023-08-09 00:00;75000.0;1750000.0;2500000.0;0;Villavicencio;Villavicencio;;;;false;27;FernandoC
27;1;2023-08-07 00:00;2023-08-10 00:00;75000.0;1750000.0;2500000.0;0;Santa Marta;Santa Marta;;;;false;28;GustavoC
28;1;2023-08-08 00:00;2023-08-12 00:00;75000.0;1750000.0;2500000.0;0;Riohacha;Riohacha;;;;false;29;HernanC
29;1;2023-08-09 00:00;2023-08-12 00:00;75000.0;1750000.0;2500000.0;0;Pereira;Pereira;;;;false;30;IgnacioC
30;1;2023-08-10 00:00;2023-08-13 00:00;75000.0;1750000.0;2500000.0;0;Cartagena;Cartagena;;;;false;31;JavierC
31;2;2023-01-11 00:00;2023-01-14 00:00;90000.0;210000.0;300000.0;0;Bogota;Bogota;;;;false;32;ArmandoC
32;2;2023-01-12 00:00;2023-01-15 00:00;90000.0;210000.0;300000.0;0;Valledupar;Valledupar;;;;false;33;BellaC
33;2;2023-01-13 00:00;2023-01-17 00:00;90000.0;210000.0;300000.0;0;Bogota;Bogota;;;;false;34;CamiloC
34;2;2023-01-14 00:00;2023-01-18 00:00;90000.0;210000.0;300000.0;0;Medellin;Medellin;;;;false;35;DanielC
35;2;2023-01-15 00:00;2023-01-16 00:00;90000.0;210000.0;300000.0;0;Barranquilla;Barranquilla;;;;false;36;EstebanC
36;2;2023-01-16 00:00;2023-01-19 00:00;90000.0;210000.0;300000.0;0;Villavicencio;Villavicencio;;;;false;37;FernandoC
37;2;2023-01-17 00:00;2023-01-18 00:00;90000.0;210000.0;300000.0;0;Santa Marta;Santa Marta;;;;false;38;GustavoC
38;2;2023-01-18 00:00;2023-01-22 00:00;90000.0;210000.0;300000.0;0;Riohacha;Riohacha;;;;false;39;HernanC
39;2;2023-01-19 00:00;2023-01-21 00:00;90000.0;210000.0;300000.0;0;Pereira;Pereira;;;;false;40;IgnacioC
40;2;2023-01-20 00:00;2023-01-21 00:00;90000.0;210000.0;300000.0;0;Cartagena;Cartagena;;;;false;41;JavierC
41;1;2023-12-11 00:00;2023-12-13 00:00;75000.0;1750000.0;2500000.0;0;Bogota;Bogota;;;;false;42;ArmandoC
42;1;2023-12-12 00:00;2023-12-14 00:00;75000.0;1750000.0;2500000.0;0;Valledupar;Valledupar;;;;false;43;BellaC
43;1;2023-12-13 00:00;2023-12-14 00:00;75000.0;1750000.0;2500000.0;0;Bogota;Bogota;;;;false;44;CamiloC
44;1;2023-12-14 00:00;2023-12-15 00:00;75000.0;1750000.0;2500000.0;0;Medellin;Medellin;;;;false;45;DanielC
45;1;2023-12-15 00:00;2023-12-19 00:00;75000.0;1750000.0;2500000.0;0;Barranquilla;Barranquilla;;;;false;46;EstebanC
46;1;2023-12-16 00:00;2023-12-18 00:00;75000.0;1750000.0;2500000.0;0;Villavicencio;Villavicencio;;;;false;47;FernandoC
47;1;2023-12-17 00:00;2023-12-18 00:00;75000.0;1750000.0;2500000.0;0;Santa Marta;Santa Marta;;;;false;48;GustavoC
48;1;2023-12-18 00:00;2023-12-19 00:00;75000.0;1750000.0;2500000.0;0;Riohacha;Riohacha;;;;false;49;HernanC
49;1;2023-12-19 00:00;2023-12-20 00:00;75000.0;1750000.0;2500000.0;0;Pereira;Pereira;;;;false;50;IgnacioC
50;1;2023-12-20 00:00;2023-12-23 00:00;75000.0;1750000.0;2500000.0;0;Cartagena;Cartagena;;;;false;51;JavierC
51;2;2023-01-21 00:00;2023-01-23 00:00;90000.0;210000.0;300000.0;0;Bogota;Bogota;;;;false;52;ArmandoC
52;2;2023-01-22 00:00;2023-01-25 00:00;90000.0;210000.0;300000.0;0;Valledupar;Valledupar;;;;false;53;BellaC
53;2;2023-01-23 00:00;2023-01-25 00:00;90000.0;210000.0;300000.0;0;Bogota;Bogota;;;;false;54;CamiloC
54;2;2023-01-24 00:00;2023-01-25 00:00;90000.0;210000.0;300000.0;0;Medellin;Medellin;;;;false;55;DanielC
55;2;2023-01-25 00:00;2023-01-29 00:00;90000.0;210000.0;300000.0;0;Barranquilla;Barranquilla;;;;false;56;EstebanC
56;2;2023-01-26 00:00;2023-01-30 00:00;90000.0;210000.0;300000.0;0;Villavicencio;Villavicencio;;;;false;57;FernandoC
57;2;2023-01-27 00:00;2023-01-31 00:00;90000.0;210000.0;300000.0;0;Santa Marta;Santa Marta;;;;false;58;GustavoC
58;2;2023-01-28 00:00;2023-01-31 00:00;90000.0;210000.0;300000.0;0;Riohacha;Riohacha;;;;false;59;HernanC
59;2;2023-01-29 00:00;2023-02-02 00:00;90000.0;210000.0;300000.0;0;Pereira;Pereira;;;;false;60;IgnacioC
60;2;2023-01-30 00:00;2023-02-02 00:00;90000.0;210000.0;300000.0;0;Cartagena;Cartagena;;;;false;61;JavierC
61;1;2023-08-11 00:00;2023-08-13 00:00;75000.0;1750000.0;2500000.0;0;Bogota;Bogota;;;;false;62;ArmandoC
62;1;2023-08-12 00:00;2023-08-14 00:00;75000.0;1750000.0;2500000.0;0;Valledupar;Valledupar;;;;false;63;BellaC
63;1;2023-08-13 00:00;2023-08-17 00:00;75000.0;1750000.0;2500000.0;0;Bogota;Bogota;;;;false;64;CamiloC
64;1;2023-08-14 00:00;2023-08-18 00:00;75000.0;1750000.0;2500000.0;0;Medellin;Medellin;;;;false;65;DanielC
65;1;2023-08-15 00:00;2023-08-17 00:00;75000.0;1750000.0;2500000.0;0;Barranquilla;Barranquilla;;;;false;66;EstebanC
66;1;2023-08-16 00:00;2023-08-19 00:00;75000.0;1750000.0;2500000.0;0;Villavicencio;Villavicencio;;;;false;67;FernandoC
